,Ticker,N-Value Rating,Lwowski Rating,Primary Passed Tests,Secondary Passed Tests,SMA50_greater_SMA150_rule (1st),SMA150_greater_SMA200_rule (1st),week52_span_rule (1st),rs_value_rule (1st),liquidity_rule (1st),close_above_52weekhigh_rule (1st),prev_close_rule (1st),SMA200_slope_rule (1st),inst_ownership_rule (1st),close_greater_SMA50_rule (1st),sales_QoQ_yearly_rule (1st),eps_QoQ_yearly_rule (2nd),SMA200_percent,Relative Strength Value,week52_low,Sales_QoQ_percent,EPS_QoQ_percent,volume,SMA150_value,Inst. Ownership,week52_high,SMA50_percent,SMA200_value,SMA50_value,Shares Outstanding,prev_close,SMA50_greater_SMA150_rule_nvalue,SMA150_greater_SMA200_rule_nvalue,week52_span_rule_nvalue,rs_value_rule_nvalue,liquidity_rule_nvalue,close_above_52weekhigh_rule_nvalue,prev_close_rule_nvalue,SMA200_slope_rul_nvalue,inst_ownership_rule_nvalue,close_greater_SMA50_rule_nvalue,sales_QoQ_yearly_rule_nvalue,eps_QoQ_yearly_rule_nvalue,SMA50_greater_SMA150_rule_score,SMA150_greater_SMA200_rule_score,week52_span_rule_score,rs_value_rule_score,liquidity_rule_score,close_above_52weekhigh_rule_score,prev_close_rule_score,SMA200_slope_rul_score,inst_ownership_rule_score,close_greater_SMA50_rule_score,sales_QoQ_yearly_rule_score,eps_QoQ_yearly_rule_score
29,CYH,8184.0,18999.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.74,23.0,2.63,-0.0,-4.23,2466287.0,10.21,0.77,15.0,0.21,9.66,12.14,125750000.0,14.44,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,774.0,117.0,2480.0,11264.0,0.0,36.0,4096.0,0.0,230.0,2.0,0.0,0.0
44,OI,8184.0,18150.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.48,25.0,6.32,-0.08,-1.9,975595.0,13.65,0.9,18.0,0.25,13.08,15.76,157270000.0,18.22,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,633.0,89.0,726.0,12288.0,0.0,45.0,4096.0,0.0,272.0,1.0,0.0,0.0
70,IHRT,8184.0,17739.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.77,23.0,6.65,-0.1,-0.94,1181561.0,16.16,0.76,23.0,0.22,14.76,19.4,146210000.0,21.99,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,821.0,194.0,1101.0,11264.0,0.0,35.0,4096.0,0.0,227.0,1.0,0.0,0.0
52,DBI,8184.0,16989.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.95,19.0,4.33,-0.26,0.0,1457639.0,13.54,0.98,20.0,0.17,11.87,17.66,72390000.0,18.62,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,1246.0,288.0,1814.0,9216.0,0.0,31.0,4096.0,0.0,298.0,0.0,0.0,0.0
109,MTDR,8184.0,16658.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.98,19.0,6.48,-0.28,-0.53,1402056.0,20.74,0.88,30.0,0.19,17.9,25.31,116810000.0,27.98,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,903.0,325.0,1820.0,9216.0,0.0,31.0,4096.0,0.0,266.0,1.0,0.0,0.0
234,SGMS,8184.0,15815.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.53,18.0,10.81,-0.12,-1.05,838060.0,45.91,0.88,60.0,0.23,43.5,48.36,95000000.0,55.68,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,219.0,113.0,2386.0,8704.0,0.0,30.0,4096.0,0.0,266.0,1.0,0.0,0.0
142,SC,8184.0,15729.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.57,21.0,14.4,0.03,0.0,571737.0,26.71,0.22,36.0,0.22,25.61,31.27,306110000.0,35.28,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,699.0,88.0,512.0,10240.0,0.0,39.0,4096.0,0.0,54.0,1.0,0.0,0.0
14,ORBC,8184.0,15447.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.68,17.0,2.54,-0.04,-0.5,1409501.0,8.68,0.71,12.0,0.17,7.92,10.46,79070000.0,11.16,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,840.0,197.0,1879.0,8192.0,0.0,31.0,4096.0,0.0,211.0,1.0,0.0,0.0
163,ANF,8184.0,15061.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.81,16.0,9.38,-0.05,0.08,1933289.0,30.02,0.98,41.0,0.13,27.22,37.95,62580000.0,38.53,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,1082.0,211.0,1662.0,7680.0,0.0,32.0,4096.0,0.0,298.0,0.0,0.0,0.0
495,KSU,8184.0,14433.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.47,18.0,133.85,-0.04,0.06,3056516.0,235.48,0.88,313.0,0.17,223.24,281.36,90760000.0,313.45,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,798.0,112.0,413.0,8704.0,0.0,43.0,4096.0,0.0,266.0,1.0,0.0,0.0
354,STX,8184.0,14160.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.57,18.0,44.31,0.01,0.14,9308964.0,73.84,0.9,98.0,0.2,69.42,84.63,233000000.0,87.13,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,599.0,130.0,335.0,8704.0,0.0,24.0,4096.0,0.0,272.0,0.0,0.0,0.0
77,TROX,8184.0,13245.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.64,14.0,5.74,0.23,-0.45,692262.0,18.18,0.56,24.0,0.17,16.63,20.66,147070000.0,22.85,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,559.0,191.0,1545.0,6656.0,0.0,34.0,4096.0,0.0,163.0,1.0,0.0,0.0
127,CC,8184.0,12900.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.35,15.0,11.09,0.1,-0.06,1002689.0,27.83,0.78,35.0,0.16,26.75,30.32,165650000.0,33.77,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,366.0,83.0,915.0,7168.0,0.0,37.0,4096.0,0.0,234.0,1.0,0.0,0.0
515,TPL,8184.0,12896.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.92,12.0,441.7,-0.13,-0.13,24543.0,1217.02,0.47,1753.0,0.09,1054.99,1594.92,7760000.0,1657.24,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,1272.0,315.0,1414.0,5632.0,0.0,33.0,4096.0,0.0,134.0,0.0,0.0,0.0
256,THC,8184.0,12623.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.59,13.0,16.7,0.06,0.01,789625.0,51.38,0.89,67.0,0.15,46.4,56.61,106310000.0,63.85,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,417.0,220.0,1441.0,6144.0,0.0,35.0,4096.0,0.0,269.0,1.0,0.0,0.0
149,WW,8184.0,12119.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.39,15.0,18.12,-0.17,-1.93,1059213.0,29.23,0.89,38.0,0.17,28.64,30.92,69080000.0,37.73,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,237.0,42.0,264.0,7168.0,0.0,41.0,4096.0,0.0,269.0,2.0,0.0,0.0
228,SEE,8184.0,12107.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.29,15.0,28.76,0.08,-0.08,579300.0,46.41,0.95,57.0,0.17,45.69,49.66,154100000.0,56.5,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,287.0,32.0,194.0,7168.0,0.0,41.0,4096.0,0.0,288.0,1.0,0.0,0.0
244,WRK,8184.0,11663.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.41,13.0,24.21,-0.0,-0.26,1566576.0,49.0,0.88,61.0,0.13,47.16,55.11,264900000.0,60.45,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,511.0,80.0,524.0,6144.0,0.0,41.0,4096.0,0.0,266.0,1.0,0.0,0.0
128,ELY,8184.0,11567.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.42,13.0,11.5,0.2,-0.39,2123592.0,28.14,0.67,34.0,0.17,25.92,29.0,94180000.0,32.58,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,125.0,175.0,792.0,6144.0,0.0,36.0,4096.0,0.0,198.0,1.0,0.0,0.0
459,CSL,8184.0,11209.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.33,13.0,105.07,-0.0,-0.11,235310.0,162.44,0.94,196.0,0.14,157.25,180.42,53000000.0,193.13,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,453.0,68.0,122.0,6144.0,0.0,40.0,4096.0,0.0,285.0,1.0,0.0,0.0
175,EPC,8184.0,11087.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.3,13.0,25.55,-0.01,-0.27,795392.0,36.31,0.98,45.0,0.13,35.45,39.87,54300000.0,43.7,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,402.0,50.0,58.0,6144.0,0.0,38.0,4096.0,0.0,298.0,1.0,0.0,0.0
31,RICE,8184.0,11038.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.22,13.0,9.84,0.0,0.0,102807.0,12.02,0.4,17.0,0.15,12.0,13.79,29660000.0,13.88,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,603.0,3.0,37.0,6144.0,0.0,11.0,4096.0,32.0,112.0,0.0,0.0,0.0
66,WES,8184.0,10943.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.58,11.0,7.03,-0.1,0.0,2092623.0,17.53,0.39,22.0,0.12,16.14,19.68,415450000.0,21.71,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,502.0,176.0,899.0,5120.0,0.0,40.0,4096.0,0.0,109.0,1.0,0.0,0.0
385,DFS,8184.0,10882.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.45,11.0,38.0,-0.11,0.0,1282751.0,97.27,0.89,119.0,0.14,91.77,105.25,307000000.0,114.73,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,336.0,123.0,900.0,5120.0,0.0,37.0,4096.0,0.0,269.0,1.0,0.0,0.0
320,EOG,8184.0,10839.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.52,11.0,32.51,-0.21,-0.47,4041030.0,65.42,0.91,85.0,0.12,60.1,74.23,583650000.0,79.58,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,552.0,181.0,582.0,5120.0,0.0,32.0,4096.0,0.0,275.0,1.0,0.0,0.0
118,VVV,8184.0,10762.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.35,12.0,16.28,0.21,0.11,658832.0,25.99,0.99,32.0,0.14,24.99,28.69,182000000.0,31.51,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,426.0,82.0,184.0,5632.0,0.0,40.0,4096.0,0.0,301.0,1.0,0.0,0.0
185,PACW,8184.0,10617.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.62,10.0,15.55,-0.07,0.01,1158285.0,35.93,0.86,46.0,0.12,32.69,41.37,116790000.0,44.11,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,620.0,203.0,794.0,4608.0,0.0,36.0,4096.0,0.0,259.0,1.0,0.0,0.0
19,BCRX,8184.0,10596.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.74,9.0,3.37,-0.9,0.0,5531458.0,10.34,0.68,14.0,0.12,8.98,11.21,176690000.0,11.96,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,345.0,310.0,1528.0,4096.0,0.0,18.0,4096.0,0.0,202.0,1.0,0.0,0.0
123,WRI,8184.0,10538.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.47,11.0,15.42,0.09,-0.46,611783.0,26.09,0.85,33.0,0.12,24.6,29.99,126520000.0,32.13,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,612.0,124.0,291.0,5120.0,0.0,38.0,4096.0,0.0,256.0,1.0,0.0,0.0
81,HRB,8184.0,10325.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.36,11.0,13.15,-0.41,-0.92,1323653.0,19.65,0.94,25.0,0.13,19.16,22.47,183440000.0,24.4,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,588.0,52.0,144.0,5120.0,0.0,39.0,4096.0,0.0,285.0,1.0,0.0,0.0
257,FL,8184.0,10302.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.47,10.0,24.55,-0.01,-0.08,1218042.0,52.1,0.96,65.0,0.11,48.83,58.88,104000000.0,61.72,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,533.0,137.0,603.0,4608.0,0.0,34.0,4096.0,0.0,291.0,0.0,0.0,0.0
337,AMN,8184.0,10298.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.31,11.0,38.66,0.08,-0.66,324989.0,75.48,1.0,93.0,0.14,72.79,79.45,47480000.0,87.28,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,215.0,76.0,454.0,5120.0,0.0,32.0,4096.0,0.0,304.0,1.0,0.0,0.0
140,PSXP,8184.0,10123.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.29,11.0,22.02,-0.06,-1.14,568543.0,29.92,0.21,47.0,0.11,29.01,33.58,228340000.0,36.0,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,501.0,64.0,287.0,5120.0,0.0,3.0,4096.0,0.0,51.0,1.0,0.0,0.0
211,DEN,8184.0,10099.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.61,7.0,16.41,-0.36,0.0,839332.0,39.82,0.91,59.0,0.08,34.86,50.74,50000000.0,53.0,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,1123.0,291.0,1185.0,3072.0,0.0,25.0,4096.0,32.0,275.0,0.0,0.0,0.0
108,GES,8184.0,10019.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.52,8.0,7.13,-0.23,-0.05,660744.0,24.97,0.7,30.0,0.11,22.58,26.94,63030000.0,27.79,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,323.0,217.0,1561.0,3584.0,0.0,30.0,4096.0,0.0,208.0,0.0,0.0,0.0
201,SKX,8184.0,9929.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.34,10.0,24.91,-0.01,-0.3,1254355.0,40.13,0.93,52.0,0.11,38.53,45.72,154550000.0,47.48,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,571.0,85.0,259.0,4608.0,0.0,28.0,4096.0,0.0,282.0,0.0,0.0,0.0
171,FITB,8184.0,9761.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.47,9.0,16.12,-0.16,-0.18,3680484.0,34.81,0.81,43.0,0.1,32.48,39.26,715490000.0,41.98,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,524.0,147.0,615.0,4096.0,0.0,39.0,4096.0,0.0,243.0,1.0,0.0,0.0
105,LEVI,8184.0,9744.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.48,9.0,12.0,-0.13,-0.07,1477504.0,23.9,0.86,30.0,0.09,22.41,27.49,399540000.0,27.82,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,615.0,136.0,512.0,4096.0,0.0,30.0,4096.0,0.0,259.0,0.0,0.0,0.0
391,NTRS,8184.0,9455.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.29,10.0,71.13,-0.04,0.09,822546.0,101.42,0.84,120.0,0.11,98.33,110.8,208110000.0,119.06,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,379.0,64.0,13.0,4608.0,0.0,41.0,4096.0,0.0,253.0,1.0,0.0,0.0
230,CPRI,8184.0,9425.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.57,6.0,12.87,-0.17,-0.15,1708146.0,48.6,0.98,60.0,0.07,44.25,53.4,150660000.0,53.68,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,405.0,201.0,1840.0,2560.0,0.0,25.0,4096.0,0.0,298.0,0.0,0.0,0.0
35,SHLX,8184.0,9239.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.35,9.0,8.17,0.15,-0.04,1550606.0,12.5,0.24,16.0,0.09,11.83,14.51,393300000.0,15.0,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,659.0,116.0,179.0,4096.0,0.0,32.0,4096.0,0.0,61.0,0.0,0.0,0.0
403,EMN,8184.0,9099.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.32,9.0,59.97,0.07,0.05,454822.0,110.25,0.88,129.0,0.12,106.16,116.22,136100000.0,127.59,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,222.0,79.0,298.0,4096.0,0.0,41.0,4096.0,0.0,266.0,1.0,0.0,0.0
399,EME,8184.0,9010.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.38,8.0,56.41,0.0,0.14,211919.0,104.96,0.98,125.0,0.08,98.98,118.56,54900000.0,123.18,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,531.0,124.0,337.0,3584.0,0.0,40.0,4096.0,0.0,298.0,0.0,0.0,0.0
433,AIZ,8184.0,8996.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.22,9.0,89.05,-0.0,0.04,404150.0,140.07,0.94,162.0,0.09,137.77,152.06,59190000.0,159.3,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,351.0,34.0,94.0,4096.0,0.0,40.0,4096.0,0.0,285.0,0.0,0.0,0.0
420,AJG,8184.0,8936.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.25,9.0,86.49,0.16,0.07,4210069.0,126.54,0.86,151.0,0.11,123.25,137.14,194600000.0,145.86,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,343.0,55.0,49.0,4096.0,0.0,37.0,4096.0,0.0,259.0,1.0,0.0,0.0
352,DIN,8184.0,8925.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.4,7.0,35.13,-0.01,0.15,214780.0,80.67,0.9,99.0,0.07,75.81,92.76,16460000.0,93.15,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,614.0,131.0,707.0,3072.0,0.0,33.0,4096.0,0.0,272.0,0.0,0.0,0.0
28,EAF,8184.0,8840.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.44,8.0,5.86,-0.04,-0.19,4261007.0,11.56,0.78,14.0,0.12,10.67,12.35,267320000.0,13.02,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,280.0,171.0,444.0,3584.0,0.0,31.0,4096.0,0.0,234.0,0.0,0.0,0.0
402,DVA,8184.0,8638.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.22,9.0,75.56,-0.01,0.15,302268.0,112.76,0.96,128.0,0.12,110.54,114.29,109010000.0,125.94,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,56.0,41.0,17.0,4096.0,0.0,40.0,4096.0,0.0,291.0,1.0,0.0,0.0
248,JW-A,8184.0,8301.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.43,7.0,30.59,0.03,-0.37,243168.0,52.35,0.93,62.0,0.1,47.98,57.48,55980000.0,61.26,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,401.0,187.0,221.0,3072.0,0.0,41.0,4096.0,0.0,282.0,1.0,0.0,0.0
205,BHF,8184.0,8171.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.34,7.0,25.33,-0.57,-0.17,776818.0,42.11,0.91,49.0,0.08,40.17,46.45,89300000.0,48.89,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,422.0,99.0,165.0,3072.0,0.0,42.0,4096.0,0.0,275.0,0.0,0.0,0.0
212,AIG,8184.0,8154.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.36,7.0,25.76,-0.19,0.0,4841455.0,44.03,0.93,52.0,0.09,42.24,47.92,868110000.0,50.85,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,362.0,87.0,216.0,3072.0,0.0,39.0,4096.0,0.0,282.0,0.0,0.0,0.0
117,CMC,8184.0,8153.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.35,6.0,14.61,0.09,0.03,656796.0,25.89,0.9,33.0,0.06,24.53,30.38,120340000.0,31.97,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,710.0,114.0,364.0,2560.0,0.0,37.0,4096.0,0.0,272.0,0.0,0.0,0.0
294,TD,8184.0,7952.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.3,7.0,38.95,-0.27,0.1,2318555.0,62.54,0.67,72.0,0.09,59.61,67.59,1810000000.0,71.57,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,331.0,101.0,112.0,3072.0,0.0,42.0,4096.0,0.0,198.0,0.0,0.0,0.0
89,OVV,8184.0,7946.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.61,3.0,6.08,-0.3,-0.28,2023250.0,21.46,0.7,28.0,0.05,19.08,24.26,260100000.00000003,24.97,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,534.0,255.0,1805.0,1024.0,0.0,24.0,4096.0,0.0,208.0,0.0,0.0,0.0
145,LMNX,8184.0,7865.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.29,6.0,20.76,0.23,-0.93,307967.0,30.85,0.93,40.0,0.06,28.84,35.34,45890000.0,36.65,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,596.0,143.0,160.0,2560.0,0.0,28.0,4096.0,0.0,282.0,0.0,0.0,0.0
491,BRK-B,8184.0,7861.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.25,7.0,169.25,0.05,0.0,4243511.0,250.26,0.69,292.0,0.09,243.19,271.78,2430000000.0,286.9,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,352.0,60.0,36.0,3072.0,0.0,40.0,4096.0,0.0,205.0,0.0,0.0,0.0
466,FTNT,8184.0,7830.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.38,6.0,110.37,0.23,0.08,1207373.0,172.61,0.7,212.0,0.07,159.39,198.25,163000000.0,198.39,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,608.0,170.0,156.0,2560.0,0.0,32.0,4096.0,0.0,208.0,0.0,0.0,0.0
411,RL,8184.0,7813.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.41,6.0,64.89,-0.18,-0.64,551047.0,116.94,0.97,140.0,0.09,108.38,127.42,73600000.0,131.54,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,367.0,162.0,302.0,2560.0,0.0,32.0,4096.0,0.0,294.0,0.0,0.0,0.0
111,UNM,8184.0,7776.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.34,6.0,13.82,0.07,-0.06,1380459.0,26.37,0.88,31.0,0.08,25.06,28.66,204130000.0,30.06,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,356.0,107.0,354.0,2560.0,0.0,37.0,4096.0,0.0,266.0,0.0,0.0,0.0
184,MLHR,8184.0,7729.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.3,6.0,20.24,-0.11,0.09,595460.0,39.27,0.89,46.0,0.08,38.37,42.61,58980000.0,44.22,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,348.0,48.0,372.0,2560.0,0.0,36.0,4096.0,0.0,269.0,0.0,0.0,0.0
518,BRK-A,8184.0,7697.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.25,7.0,253501.0,0.05,0.0,2087.0,377346.53,0.18,439460.0,0.09,366294.55,409094.03,1530000.0,430640.0,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,345.0,62.0,41.0,3072.0,0.0,39.0,4096.0,0.0,42.0,0.0,0.0,0.0
427,PKG,8184.0,7688.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.22,7.0,90.92,0.06,0.17,298924.0,138.74,0.91,155.0,0.1,136.03,143.39,94200000.0,155.05,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,137.0,41.0,23.0,3072.0,0.0,43.0,4096.0,0.0,275.0,1.0,0.0,0.0
12,PAGP,8184.0,7464.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.23,6.0,5.65,-0.35,-1.39,1602523.0,9.36,0.85,13.0,0.09,9.0,9.53,192000000.0,10.16,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,74.0,82.0,390.0,2560.0,0.0,5.0,4096.0,0.0,256.0,1.0,0.0,0.0
153,RYN,8184.0,7405.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.24,6.0,21.26,-0.26,-0.62,1016062.0,33.21,0.88,38.0,0.1,31.81,35.46,137870000.0,37.59,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,278.0,90.0,74.0,2560.0,0.0,41.0,4096.0,0.0,266.0,0.0,0.0,0.0
483,AMP,8184.0,7298.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.32,5.0,121.98,0.03,-0.59,509571.0,223.27,0.85,266.0,0.07,212.74,247.57,120800000.0,253.92,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,446.0,101.0,316.0,2048.0,0.0,35.0,4096.0,0.0,256.0,0.0,0.0,0.0
